ID;NOME ORG;Latitude;Longitude
1157;28.739.924/0001-23 | UNIDOS PARA MUDAR;-23,5350918;-46,4619753
1158;28.743.372/0001-27 | ASSOCIAÇÃO ASSITENCIAL SOL DE MARIA;-23,6882673;-46,6568746
1159;28.757.455/0001-75 | ASSOCIAÇÃO COMUNITÁRIA GERAÇÃO DE SAMUEL;-23,4520812;-46,5852049
1160;28.807.504/0001-37 | ASSOCIACAO MAES PELA DIVERSIDADE;-23,4069778;-46,7619977
1161;28.850.375/0001-60 | INSTITUTO GADAL;-23,5391904;-46,4750441
1162;28.930.179/0001-03 | IGREJA EVANGELICA KAIROS;-23,5143814;-46,4057692
1163;28.946.378/0001-00 | ASSOCIAÇÃO DEUS BRILHA AQUI;-23,5863964;-46,3833415
1164;28.958.589/0001-54 | IGREJA APOSTOLICA SINAIS DE CRISTO PARA AS NACOES;-23,6032406;-46,5972366
1165;28.962.195/0001-70 | COMUNIDADE MINISTERIAL ADONAI;-23,5751208;-46,5276127
1166;28.984.245/0001-10 | CORUJINHAS INTELIGENTES;-23,4972187;-46,7143751
1167;28.985.702/0001-90 | ASSOCIAÇÃO BENEFICENTE ABUSE CAPOEIRA;-23,5141234;-46,5201717
1168;29.022.328/0001-90 | ASSOCIACAODOS MORADORES TERRA NASCENTE;-23,58558;-46,412495
1169;29.025.726/0001-60 | ASSOCIACAO CULTURAL, EDUCACIONAL, ESPORTIVA, E RECREATIVA CANTO DA ARTE;-23,5474914;-46,7423052
1170;29.032.292/0001-26 | CASA DE RECUPERAÇÃO VIVER LIVRE RESGATANDO ALMAS;-23,8873733;-46,7292225
1171;29.045.809/0001-11 | ASSOCIAÇÃO DOS MORADORES E COMERCIANTES RECANTO CASA GRANDE E ADJACÊNCIAS;-23,7949471;-46,7125188
1172;29.055.995/0001-70 | INSTITUTO SOCIAL CATIVEIRO;-23,5683119;-46,7620112
1173;29.055.995/0002-50 | INSTITUTO SOCIAL CATIVEIRO - ESPAÇO MULTIUSO EDSON BOLA;-23,5698867;-46,7588659
1174;29.090.204/0001-42 | IGREJA DE JESUS CRISTO MINISTERIO VIVA;-23,4938706;-46,4108059
1175;29.136.529/0001-19 | ASSOCIAÇÃO MARCIAL BUTANTÃ;-23,5894302;-46,7530346
1176;29.164.693/0001-30 | UNIÃO BEM QUERER DO A.E. CARVALHO;-23,5259532;-46,4720892
1177;29.190.593/0001-88 | ASSOCIACAO REVOLUCAO DO AMOR;-23,5269325;-46,423426
1178;29.214.990/0001-42 | IGREJA EVANGELICA ASSEMBLEIA DE DEUS VIVENDO NA PALAVRA;-23,7729686;-46,6876104
1179;29.216.657/0001-72 | ASSOCIAÇÃO MOVIMENTO SOLIDÁRIO;-23,6854736;-46,6660923
1180;29.241.503/0001-30 | INSTITUTO PINGO DE LUZ;-23,4564799;-46,6640037
1181;29.291.742/0001-03 | IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS MINISTÉRIO MISSÃO JD. HELENA;-23,4830524;-46,4671937
1182;29.295.908/0001-51 | ASSEMBLÉIA DE DEUS MINISTÉRIO DA TRINDADE EM SAPOPEMBA;-23,6129991;-46,5016177
1183;29.295.908/0002-32 | ASSEMBLEIA DE DEUS MINISTERIO DA TRINDADE E, TERCEIRA DIVISAO;-23,6196591;-46,4166353
1184;29.300.329/0001-50 | NUCLEO DE TERAPIAS VALOR DO  EU;-23,5007688;-46,6803118
1185;29.309.034/0001-44 | IGREJA EVANGÉLICA MINISTÉRIO FAMÍLIA RENOVADA;-23,7582522;-46,6857856
1186;29.313.504/0001-43 | CASA DE LEI MÃE YEMANJA E PAI BENTO DAS ALMAS;-23,6088076;-46,3993082
1187;29.323.717/0001-56 | IGREJA APOSTOLICA CENACULO DO ESPIRITO SANTO;-23,7687822;-46,7001916
1188;29.323.785/0001-15 | INSTITUTO SOCIAL PARA SEGURANÇA ALIMENTAR, DESENVOLVIMENTO DA EDUCAÇÃO, CULTURA, ESPORTE E MEIO AMBIENTE ? PASSO A PASSO FORMANDO GERAÇÕES;-23,4861946;-46,4747206
1189;29.490.503/0001-74 | ASSOCIACAO DE MORADORES BEM-FICA - A.M.B.F;-23,5687826;-46,4119153
1190;29.574.427/0001-85 | ORGANIZAÇÃO DA SOCIEDADE CIVIL JUNTOS AO LAR DE SÃO FRANCISCO DE ASSIS;-23,4684834;-46,6873753
1191;29.599.165/0001-03 | ONG FAZENDO POR CRISTO;-23,752562;-46,7025055
1192;29.745.640/0001-02 | CENTRO DA MULHER IMIGRANTE E REFUGIADA - CEMIR;-23,5576227;-46,6386216
1193;29.905.501/0001-07 | INSTITUTO DE DESENVOLVIMENTO DA EDUCAÇÃO CIDADANIA E CULTURA SOL NASCENTE;-23,5095843;-46,6010475
1194;29.941.979/0001-84 | IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO MENSAGEIROS DA ULTIMA HORA;-23,8286533;-46,722401
1195;29.968.201/0001-69 | ASSOCIACAO DOS MORADORES DO BAIRRO JARDIM RIZZO;-23,5716016;-46,7467661
1196;30.000.682/0001-01 | INSTITUTO CULTURAL CASA DO CORUJINHA;-23,6986375;-46,6724928
1197;30.129.919/0001-40 | ASSOCIAÇÃO BENEFICENTE PÉROLA;-23,5436603;-46,4230661
1198;30.231.366/0001-32 | INSTITUTO CRISTAO DE ENSINO E CULTURA;-23,5826511;-46,6372228
1199;30.260.207/0001-66 | IGREJA PENTECOSTAL CASA DO PÃO MINISTÉRIO CAMINHO DA PERFEIÇÃO;-23,5633386;-46,4231639
1200;30.352.418/0001-29 | INSTITUTO SOCIAL E EDUCACIONAL FLORESCER;-23,6265;-46,4496246
1201;30.434.044/0001-90 | INSTITUTO DE CULTURA E LAZER EBENÉZER;-23,7007478;-46,7822854
1202;30.460.293/0001-50 | IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS  MINISTÉRIO JARDIM CAMPOS SEMEANDO BOAS NOVAS;-23,5123388;-46,4048909
1203;30.586.479/0001-50 | ASSOCIAÇÃO BENEFICENTE AMOR AO PROXIMO SAO PAULO;-23,5274925;-46,6189272
1204;30.613.892/0001-67 | COMUNIDADE EVANGÉLICA BATISTA MINISTÉRIO RENOVIDAS;-23,5130494;-46,4280187
1205;30.625.921/0001-00 | ASSOCIAÇÃO EDUCAÇÃO E MOVIMENTO BENDIAPA;-23,5478081;-46,4965563
1206;30.635.215/0001-40 | ASSOCIAÇÃO DESPORTIVA T3;-23,4747114;-46,5908232
1207;30.651.750/0001-94 | INSTITUTO ZABDIEL;-23,4819924;-46,5665634
1208;30.665.199/0001-38 | ASSOCIAÇÃO LARES DE INCLUSÃO SOCIAL;-23,6209925;-46,6638054
1209;30.691.044/0001-76 | ASSOCIAÇÃO AMIGOS HFC;-23,5124367;-46,6973614
1210;30.698.174/0001-30 | IGREJA ASSEMBLEIA DE DEUS CRISTÃ EFRAIM - VILA NHOCUNÉ;-23,5487474;-46,5023311
1211;30.754.300/0001-27 | INSTITUTO AKUERAN;-23,5337825;-46,435297
1212;30.755.602/0001-10 | INSTITUTO LEAO DA TRIBO DE JUDA;-23,4334753;-46,7278822
1213;30.756.074/0001-13 | ASSOCIACAO DE MORADORES VAQUEJADA;-23,5754199;-46,3915465
1214;30.782.702/0001-35 | PROJETO BOLA NO PE LIVRO NA MÃO;-23,6110215;-46,5176103
1215;30.898.403/0001-60 | ASSOCIAÇÃO RECREATIVA E CULTURAL BLOCO CARNAVALESCO AKIO;-23,4652908;-46,6982988
1216;30.945.250/0001-65 | ASSOCIAÇÃO DE ESTUDOS JORNADA DO APRENDER;-23,4853588;-46,4265364
1217;31.023.406/0001-13 | ONG AÇÃO COMUNITÁRIA CIDADE DO AMANHÃ;-23,5883441;-46,4961569
1218;31.073.789/0001-34 | ASSOCIACAO BENEFICENTE SANTA VIRGINIA;-23,5308904;-46,5703037
1219;31.096.265/0001-69 | CENTRO ESPIRITA CHEIO DE ESTRELAS;-23,6731636;-46,6409024
1220;31.106.757/0001-98 | ASSOCIAÇÃO SOCIAL ATLETICA DO JARDIM UMUARAMA;-23,6433223;-46,7715431
1221;31.146.036/0001-01 | INSTITUTO PEDRO HENRIQUE DE DIREITOS HUMANOS;-23,4565778;-46,7061787
1222;31.217.232/0001-20 | ASSOCIAÇÃO DOS MORADORES DA VILA SILVIA;-23,5060427;-46,542355
1223;31.334.734/0001-30 | IGREJA COMUNIDADE CRISTA MAANAIM DA ZONA SUL;-23,6738847;-46,7570196
1224;31.341.610/0001-82 | ASSOCIAÇÃO LUTA VITORIA E CONQUISTA E ADJACÊNCIA DE SÃO PAULO;-23,6491331;-46,6593365
1225;31.372.036/0001-20 | ASSOCIAÇÃO BLUE VILLE;-23,5951833;-46,3969421
1226;31.435.074/0001-84 | ASSOCIAÇÃO SOCIAL ESPORTIVA CULTURAL E AMBIENTAL DO BRASIL;-23,6835506;-46,7960972
1227;31.480.855/0001-90 | REDE SOCIAL VIDA NOVA;-23,6206649;-46,4928956
1228;31.486.331/0001-07 | INSTITUTO ANJOS DA VIDA;-23,6328014;-46,6039627
1229;31.500.022/0001-44 | ASSOCIAÇÃO ROSSETTO DA LUZ;-23,495804;-46,6747715
1230;"31.507.761/0001-68 | MINISTÉRIO INTERNACIONAL ""SANTUÁRIO DA FÉ""";-23,5054153;-46,6697984
1231;31.544.693/0001-07 | ASSOCIAÇÃO COMUNITÁRIA APOSTOLO DAVI;-23,5518886;-46,4209714
1232;31.577.252/0001-01 | COMUNIDADE KING CHURCH;-23,6860953;-46,7159942
1233;31.594.927/0001-20 | INSTITUTO DE APOIO E VALORIZAÇÃO A VIDA;-23,6129167;-46,4443649
1234;31.669.141/0001-25 | INSTITUTO SOCIAL MUVT;-23,4589456;-46,6994077
1235;31.697.685/0001-09 | FEDERAÇÃO BRASILEIRA DE ARTISTAS - FEBART;-23,6606298;-46,6791355
1236;31.713.726/0001-03 | ASSOCIAÇÃO INFANTIL E JUVENIL GISI;-23,6124128;-46,5958084
1237;31.721.081/0001-42 | INSTITUTO DE PESQUISA DA COZINHA BRASILEIRA;-23,5336397;-46,6300926
1238;31.732.463/0001-71 | ASSOCIAÇÃO MISSÃO MUNDIAL DE AÇÃO SOCIAL SOLICDARIA IDE PARA AS NAÇÕES;-23,5973768;-46,6016815
1239;31.782.580/0001-40 | INSTITUTO REAJA - OBEDE EDOM;-23,4891819;-46,6824003
1240;31.823.952/0001-39 | ASSOCIAÇÃO CAMINHANDO MAIS AMOR;-23,6821378;-46,6677921
1241;31.824.028/0001-77 | ASSOCIAÇÃO BRUNA ROSA ASSOCIAÇÃO BRUNA ROSA;-23,6247443;-46,4132256
1242;31.918.701/0001-38 | IINSTITUTO NACIONAL DA TRADICAO E CULTURA AFRO BRASILEIRA - INTECAB/SP;-23,4793596;-46,6306326
1243;31.944.100/0001-08 | IGREJA APOSTÓLICA LIBERDADE ETERNA;-23,6468014;-46,6456804
1244;31.949.325/0001-49 | IGREJA NOVA ALIANCA MINISTERIO MOVENDO A PEDRA;-23,489271;-46,3927155
1245;31.970.226/0001-49 | COMUNIDADE TERAPEUTICA SANTA EDWIGES;-23,5010551;-46,4117094
1246;32.043.866/0001-76 | IGREJA EVANGELICA CRISTO VIVE EM NÓS;-23,505092;-46,4158909
1247;32.045.719/0001-35 | ASSOCIAÇÃO AGUA NO DESERTO;-23,64123;-46,6004162
1248;32.080.361/0001-81 | IGREJA MISSIONARIA PENTECOSTAL FONTE DO QUE CLAMA MINISTERIO PASTOR JONAS SANTOS;-23,5182795;-46,4358932
1249;32.097.962/0001-05 | COMUNIDADE CRISTA CATEDRAL DA FAMILIA;-23,4679282;-46,6773215
1250;32.138.994/0001-01 | INSTITUTO SOCIAL E EDUCACIONAL CONSELHEIROS DO BEM;-23,5393224;-46,6092683
1251;32.148.877/0001-10 | INSTITUTO LRNIR SANTOS;-23,4629184;-46,666527
1252;32.194.393/0001-08 | INSTITUTO CULTURAL E EDUCACIONAL;-23,5107644;-46,3806694
1253;32.194.452/0001-48 | UBIARA-INSTITUTO DE DEFESA DOS DIREITOS CIVIS, SOCIAIS E ECONOMICOS NO BRASIL;-23,5420702;-46,4131415
1254;32.197.906/0006-49 | ASSOCIACAO DE MOTOCICLISTAS INSANOS MOTO CLUBE;-23,5421249;-46,5138741
1255;32.268.702/0001-47 | ILE ASE MAROKETU BARU & OYA;-23,5834451;-46,3801136
1256;32.279.323/0001-52 | ASSOCIAÇÃO FAMILIAS DE ARTUR ALVIM;-23,5421315;-46,4868894
1257;32.285.586/0001-74 | ASSEMBLEIA DE DEUS MINISTERIO VIDA COM DEUS;-23,5100778;-46,5067153
1258;32.407.707/0001-03 | ASSOCIAÇÃO ESPORTIVA, CULTURAL E EDUCACIONAL JUDO JIDAI;-23,4775809;-46,6815264
1259;32.408.094/0001-29 | PACIFIC - TIA BRUNA TIO DIEGO;-23,5033835;-46,515893
1260;32.640.747/0001-09 | ASSOCIAÇÃO CONTRA ATAQUE PAULISTA;-23,5842953;-46,5230399
1261;32.672.608/0001-59 | ASSOCIAÇÃO BENEFICENTE  NÃO POR FORÇA MAS POR AMOR;-23,5016705;-46,3815728
1262;32.682.789/0001-02 | ASSEMBLEIA DE DEUS MINISTERIO FLUIR EM CRISTO;-23,5162607;-46,4818741
1263;32.704.477/0001-44 | SOMAR ASSOCIAÇÃO DE DESENVOLVIMENTO SOCIAL;-23,4451258;-46,74918
1264;32.708.024/0001-96 | ASSOCIAÇÃO DE APOIO ASSISTENCIAL RAIO DE SOL;-23,5222697;-46,6162876
1265;32.767.821/0001-44 | INSTITUTO DE PROTEÇÃO COMUNITÁRIA VIVER BEM;-23,7775749;-46,7013786
1266;32.773.549/0001-05 | ASSOCIAÇÃO MISSÃO ATIVAR E ATUALIZAR VIDAS AMAAV;-23,4834172;-46,5722758
1267;32.819.784/0001-70 | ASSOCIAÇÃO TAMBORES DA PAZ;-23,582564;-46,5426784
1268;32.825.203/0001-03 | ASSOCIAÇÃO DE APOIO A COMUNIDADE E ADJACÊNCIAS NARA CHAVES;-23,6674193;-46,7892929
1269;32.925.975/0001-17 | IGREJA  TEMPLO DA RESTAURAÇÃO DA ALIANÇA;-23,7591185;-46,7019288
1270;32.926.475/0001-08 | APRUPAR - ASSOCIAÇÃO DE PRODUTORES RURAIS DE PARELHEIROS E REGIÃO;-23,8510334;-46,695699
1271;32.954.012/0001-41 | INSTITUTO DE TRANSFORMAÇAO SOCIAL E DESENVOLVIMENTO HUMANO RARA GLOBAL;-23,6197235;-46,7624324
1272;32.968.343/0001-30 | INSTITUTO ESPERANÇA GARCIA - EDUCAÇÃO, ARTE E CULTURA;-23,428353;-46,7087669
1273;32.997.162/0001-32 | ASSOCIAÇÃO RECREATIVO AMIGOS DO BAIRRO MASCARENHAS DE MORAIS-GAROA;-23,61664;-46,4979608
1274;33.036.330/0001-96 | IGREJA EVANGELICA PENTECOSTAL JESUS CRISTO CURA, SALVA E LIBERTA;-23,5089231;-46,4608702
1275;33.056.100/0001-99 | INSTITUTO SOCIAL FILHOS DA PAZ;-23,5146657;-46,6089242
1276;33.075.430/0001-21 | IGREJA APOSTÓLICA ATOS DE AMOR;-23,5213398;-46,5673986
1277;33.079.749/0001-25 | IGREJA CRISTA EVANGELICA DO AVIVAMENTO GENUINO DE CRISTO;-23,4562693;-46,5835818
1278;33.100.111/0001-29 | IGREJA CRISTÃ POR AMOR;-23,4540863;-46,5894702
1279;33.112.289/0001-90 | INSTITUTO EL ELYON;-23,741563;-46,707455
1280;33.146.884/0001-46 | ASSOCIAÇÃO SOLIDÁRIAS AMIGOS DA FAMILIA E INFANCIA;-23,5455192;-46,5077742
1281;33.156.287/0001-00 | IGREJA ASSEMBLEIA DE DEUS MINAS BRAS;-23,540076;-46,5955535
1282;33.160.352/0001-63 | COOPERATIVA DE TRABALHO E PRODUCAO, DE COLETA SELETIVA, TRIAGEM, BENEFICIAMENTO ECOMERCIALIZACAO DE MATERIAIS RECICLAVEIS DO JARDIM MODELO;-23,4651582;-46,5708934
1283;33.178.027/0001-28 | ASSOCIAÇÃO UNIDOS DO JANGADEIRO;-23,6921029;-46,7816185
1284;33.190.764/0001-46 | ORGANIZACAO DA SOCIEDADE CIVIL DE INTERESSE PUBLICO ESPORTIVA E CULTURAL PORTUGUEZINHA DO CARRAOZINHO;-23,6147957;-46,4617955
1285;33.192.259/0001-30 | COMUNIDADE EVANGELICA RAZAO PARA VIVER MINISTERIO PASTOR LUCIANO JOSE;-23,5257461;-46,4213289
1286;33.201.869/0001-53 | INSTITUTO FRANCKLIN BERNARDES DE DANÇA E ESPORTE;-23,468987;-46,696858
1287;33.201.934/0001-40 | INSTITUTO GALENO DE PERGAMO PROMOÇÃO SAUDE;-23,5114985;-46,4815923
1288;33.210.954/0001-88 | IGRJ EVAGELICA PENECOSTAL AS SETE TROMBETAS DO APOCALIPSE NO BRASIL;-23,5112857;-46,3683525
1289;33.232.105/0001-25 | IGREJA EVANGELICA SACERDOTES DO REINO;-23,4885913;-46,7561228
1290;33.339.183/0001-23 | INSTITUTO ARNALDO FARIA DE SA - IOPREV;-23,6464676;-46,6454081
1291;33.342.938/0001-49 | IGREJA APOSTÓLICA NOVA GERAÇÃO DO AVIVAMENTO;-23,5832685;-46,5589242
1292;33.355.984/0001-82 | SOL PARA TODOS;-23,4988573;-46,4246829
1293;33.358.667/0001-10 | ASSOCIAÇÃO BENEFICENTE PROJETO 12 DE OUTUBRO;-23,6983694;-46,6307244
1294;33.373.296/0001-45 | ASSOCIAÇÃO COMUNITÁRIA ARICANDUVA E ADJACENTE;-23,5980617;-46,4767223
1295;33.376.238/0001-75 | NZO D'NKISE MAMETO DANDALUNA KCIMBE KAMAZA;-23,5691483;-46,4932551
1296;33.384.583/0001-50 | ASSOCIAÇÃO ALIANÇA COMUNITARIA BARRO BRANCO 2;-23,5816;-46,3918272
1297;33.384.791/0001-50 | IGRJA EVANGELICA INTERNACIONAL ASSEMBLEIA DE DEUS REVELANDO PARA CRISTO AO MUNDO;-23,59506;-46,4331582
1298;33.434.660/0001-30 | IGREJA PENTECOSTAL ALIANÇA DOS REMANESCENTES;-23,5087272;-46,4601954
1299;33.483.260/0001-14 | INSTITUTO BENEFICENTE VIDA NOVA PERIS;-23,4108688;-46,7519251
1300;33.492.516/0001-50 | ABC IB ASSOCIAÇÃO DOS BARBEIROS E CABELEIREIROS INTEGRADOS DO BRASIL;-23,5917697;-46,4070093
1301;33.495.435/0001-03 | ASSOCIAÇÃO COMUNITARIA CASA DA VOVO;-23,6420687;-46,7532775
1302;33.576.792/0001-04 | ASSOCIACAO DE MORADORES NOVA QUINTINO;-23,58558;-46,412495
1303;33.689.587/0001-47 | ASSOCIAÇÃO AMIGOS GUERREIROS DA NOVA ZELANDIA E ADJACENCIAS;-23,744718;-46,6970699
1304;33.708.994/0001-54 | INSTITUTO IARA TEIXEIRA DE LIMA;-23,4481345;-46,5854867
1305;33.723.010/0001-04 | ASSOCIAÇÃO CHAVES DE DESENVOLVIMENTO SOCIAL;-23,6644714;-46,7946859
1306;33.837.191/0001-08 | FEDERAÇÃO DO COLETIVO DAS ENTIDADES DO BRASIL;-23,5918464;-46,3955014
1307;33.866.805/0001-71 | ASSOCIAÇÃO DE MORADORES DA VLA SÃO FRANCISCO E ADJACENCIAS;-23,5436901;-46,3923106
1308;33.871.861/0001-02 | ASSOCIAÇÃO PIPA;-23,4547446;-46,6665828
1309;33.942.492/0001-93 | I INSTITUTO EDUCACIONAL E CULTURAL SILVA;-23,5177772;-46,4030558
1310;33.945.209/0001-87 | INSTITUTO HERA ARTEMISUL;-23,7574748;-46,7058736
1311;33.947.538/0001-67 | IGREJA PENTECOSTAL MINISTERIO REMANESCENTE DE ISRAEL NO BRASIL;-23,519178;-46,405046
1312;33.950.721/0001-11 | CRECHE - CENTRO DE RECREAÇÃO E EDUCAÇÃO CONVENIO HUMANIZADO ESPECIAL;-23,4892093;-46,4202764
1313;33.981.263/0001-88 | IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO SEM FRONTEIRAS EM CRISTO JESUS;-23,4607865;-46,7074496
1314;34.084.288/0001-41 | IGREJA COMUNIDADE CRISTA NOVA JERUSALEM;-23,5196922;-46,5772131
1315;34.115.297/0001-52 | ASSOCIAÇÃO PROJETO VISAO DE REINO;-23,4770984;-46,6601832
1316;34.180.635/0001-30 | ASSOCIAÇÃO PROJETO APRENDER E SONHAR;-23,6985035;-46,7623822
1317;34.195.522/0001-08 | ASSOCIAÇÃO FUTALEGRIA;-23,5482075;-46,4340303
1318;34.262.730/0001-82 | INSTITUTO PAZ E LUZ;-23,4926959;-46,4132869
1319;34.269.031/0001-64 | ASSOCIAÇÃO PAULISTA UNIVERSO DO APRENDER;-23,5509865;-46,4485693
1320;34.276.316/0001-22 | INSTITUTO DE ASSISTÊNCIA SOCIAL SAÚDE, EDUCAÇÃO, CULTURA, TURISMO E LAZER - GERA INTERGERAÇÕES;-23,5347025;-46,5622063
1321;34.278.013/0001-49 | ASSOCIACAO ESPORTIVA EDUCACIONAL E CULTURAL OS MARIANOS DO PARQUE SANTA RITA;-23,5127865;-46,4125508
1322;34.334.624/0001-67 | ASSOCIAÇÃO DA UNIÃO DAS PESSOAS DO BEM - AUBEM;-23,4619469;-46,6857102
1323;34.339.196/0001-65 | ASSOCIACAO CASA DE PASSAGEM MORADA DOS VENCEDORES;-23,4340944;-46,7279526
1324;34.384.101/0001-25 | ASSOCIAÇÃO COMUNITÁRIA VERBO DIVINO;-23,6367575;-46,7661673
1325;34.391.558/0001-67 | IINSTITUTO QUILOMBO URBANO;-23,6441901;-46,6581684
1326;34.470.887/0001-01 | ONG BENNU DESPORTIVO SOCIAL DIADEMA;-23,7050617;-46,6339378
1327;34.509.718/0001-20 | IIGREJA ADORADORES DE DEUS YHWH;-23,4902243;-46,6858001
1328;34.514.121/0001-73 | INSTITUTO O.U.R.O DO BRASIL;-23,4500064;-46,5989288
1329;34.575.528/0001-00 | INSTITUTO CULTURAL AMANHECER;-23,6635306;-46,6346821
1330;34.715.853/0001-21 | ASSOCIAÇÃO ILE REINOS DAS YABAS- VO JUDITE E CABOCLO PEDRA PRETA;-23,5482432;-46,5227627
1331;34.733.819/0001-80 | INSTITUTO DE ASSISTÊNCIA E AMPARO EMANCIPAÇÃO DA PESSOA COM DEFICIÊNCIA PROJETO CRIANÇA;-23,549303;-46,7483257
1332;34.753.437/0001-18 | ASSOCIAÇÃO COMUNITÁRIA BENEFICENTE ESPERANÇA DO INÁCIO I;-23,5740258;-46,3980054
1333;34.775.027/0001-78 | INSTITUTO SONHE!;-23,5311289;-46,6424719
1334;34.781.469/0001-27 | IGREJA EVANGELICA ESSENCIA DE DEUS MINISTERIO AGAPE;-23,4962028;-46,4175609
1335;34.783.348/0001-14 | ASSOCIAÇÃO ACOLHEDOR DE TODOS;-23,5849012;-46,3992666
1336;34.784.385/0001-47 | INSTITUTO PEQUENO PRÍNCIPE ENCANTADO;-23,5287554;-46,4419455
1337;34.814.762/0001-43 | IGREJA APOSTÓLICA SACERDÓCIO REAL;-23,5052461;-46,4124664
1338;34.878.636/0001-52 | IGREJA APOSTÓLICA MERARITA;-23,4784555;-46,7016934
1339;35.002.360/0001-07 | INSTITUTO EDUCACIONAL ESPORTIVO CULTURAL SOCIAL E SAUDE BLACK FRIENDS JUNIORES;-23,4664081;-46,638009
1340;35.033.118/0001-09 | INSTITUTO CAMINHO DO BEM;-23,4906043;-46,7401712
1341;35.101.775/0001-38 | ASSOCIAÇÃO BENEFICENTE LUZ DO SABER;-23,5861743;-46,3807477
1342;35.102.502/0001-08 | IGREJA DA RUA;-23,4956544;-46,4516316
1343;35.112.917/0001-62 | IGREJA MANANCIAL APOSTÓLICA DO AVIVAMENTO;-23,4911919;-46,4575422
1344;35.187.858/0001-91 | IGREJA ASSEMBLEIA DE DEUS MINISTÉRIO O AMOR DE DEUS;-23,6496257;-46,6550118
1345;35.235.378/0001-59 | IGREJA BÍBLICA FAMÍLIA DE DEUS;-23,5389895;-46,4805215
1346;35.283.502/0001-51 | INSTITUTO BRASILEIRO DE FLOORBALL;-23,6003347;-46,7331813
1347;35.286.351/0001-95 | INSTITUTO SORRISO DE CRIANÇA;-23,565616;-46,495107
1348;35.302.205/0001-06 | ASSOCIACAO OPERARIOS DA MISERICORDIA;-23,5864347;-46,604014
1349;35.408.914/0001-70 | INSTITUTO MORINGA;-23,6716127;-46,7702393
1350;35.448.005/0001-66 | IGREJA EVANGELICA UNIDOS PELA PALAVRA MINISTERIO PASTORES CLAUDIO E LILIAN SANTOS;-23,5185392;-46,4572374
1351;35.462.462/0001-05 | CASA DE RECUPERACAO RESTAURANDO VIDAS-PERUS;-23,4599543;-46,7826052
1352;35.474.573/0001-31 | ESPAÇO POPULAR DE AÇÃO E INCLUSÃO SOCIAL DO JARDIM PEROLA II;-23,5922863;-46,3827872
1353;35.502.534/0001-09 | ASSOCIAÇÃO DENEFICENTE ESPORTIVA E CULTURAL JARDIM CAMARGO;-23,4977651;-46,3834819
1354;35.504.806/0001-00 | IGREJA NEOPENTECOSTAL KAIROS;-23,4744439;-46,7087803
1355;35.518.142/0001-20 | ASSOCIAÇÃO ONG MISSION DEI;-23,6051113;-46,4328195
1356;35.581.360/0001-09 | NUCLEO ASSISTENCIAL SOCIAL CULTURAL ESPORTIVO RAMAR;-23,6731636;-46,6409024
1357;35.585.404/0001-79 | IGREJA ASSEMBLEIA DE DEUS FORÇA RENOVADA 9;-23,4683875;-46,6941647
1358;35.589.575/0001-76 | INSTITUTO ROSEMERE CHAVES;-23,4417853;-46,8001366
1359;35.591.715/0001-40 | INSTITUTO ASSENBLEIA RAIZ DE JESSE;-23,5885154;-46,5251136
1360;35.609.427/0001-76 | MINISTERIO PROFETICO CURANDO AS NACOES;-23,4585482;-46,6753816
1361;35.614.689/0001-29 | ONG LIFE TRANSFORMERS;-23,5484565;-46,4277255
1362;35.618.632/0001-06 | INSTITUTO DE DESENVOLVIMENTO ESPORTIVO SOCIAL CULTURAL IMPACTANDO GERAÇÕES;-23,4774554;-46,6629476
1363;35.619.973/0001-98 | ASSOCIAÇÃO BENEFICENTE QUINTA NORMAL;-23,8840301;-46,6438508
1364;35.639.136/0001-20 | ASSOCIAÇÃO SERVOS;-23,4507748;-46,6818753
1365;35.669.590/0001-24 | ASSOCIAÇÃO BENEFICENTE EDUCACIONAL CASTELO COLORIDO;-23,4870202;-46,4169455
1366;35.688.741/0001-91 | ASSEMBLEIA DE DEUS DO AVIVAMENTO MINISTERIO PR WESLEY MOURA;-23,4996386;-46,4140621
1367;35.696.909/0001-00 | IGREJA PROJETO GERANDO FRUTO ( IPGF);-23,4719032;-46,6912291
1368;35.749.178/0001-14 | INSTITUTO RAFA;-23,556093;-46,5347772
1369;35.761.289/0001-46 | ASSOCIAÇÃO SONHOS DE DEUS;-23,5021763;-46,3895241
1370;35.765.454/0001-38 | ASSOCIAÇÃO DOS MORADORES UNIDOS VENCEREMOS DO JARDIM ELISABETH;-23,5636063;-46,6239935
1371;35.770.848/0001-84 | ONG VISAO SOCIAL SEM FRONTEIRAS;-23,6068263;-46,4200778
1372;35.773.283/0001-99 | ASSOCIACAO ESPORTE CLUBE BOMBA SEM PINO;-23,5573106;-46,4701753
1373;35.815.648/0001-09 | ASSOCIAÇÃO LIS;-23,4322018;-46,7527327
1374;35.866.647/0001-85 | ASSOCIAÇÃO COMUNITARIA & SOCIAL 3 PODERES;-23,5567811;-46,4667029
1375;35.871.786/0001-05 | IIGREJA NAÇÃO DOS VENEDORES;-23,4768456;-46,5967476
1376;35.902.262/0001-26 | COMUNIDADE TERAPÊUTICA FERNANDO TAVARES;-23,6700616;-46,7814121
